"id_all","id_inpaper","id_original","year","month","date","ymonth","Headline","paper","wcount","Asahi","Yomiuri","jijistartdate","jijiymonth","cabinet","ldp","politics","codeN","train"
16493,8169,6487,1991,9,7,199109,"宮沢氏、事実上の出馬表明　三塚・渡辺氏も準備　自民党総裁選","A",761,1,NA,7,199109,0,1,1,NA,0
16500,8328,6358,1991,9,7,199109,"自民総裁選　宮沢・元副総理が出馬表明　「不退転の決意で対処」 ","Y",687,NA,1,7,199109,0,1,0,NA,0
16510,8333,6364,1991,9,8,199109,"海部首相が自民党総裁再選に意欲／党全国研修会 ","Y",472,NA,1,7,199109,1,1,1,NA,0
16569,8364,6408,1991,9,13,199109,"ソ連に１０億ドル規模の緊急支援策／自民調査会 ","Y",146,NA,1,7,199109,0,1,0,NA,0
16647,8405,6470,1991,9,20,199109,"ＰＫＯ法案は衆院で継続審議に　自民が方針　次期国会成立目指す ","Y",434,NA,1,7,199109,0,1,1,NA,0
16656,8247,6600,1991,9,21,199109,"「国連軍参加も合憲」　自民「小沢調査会」が見解　答申原案固める","A",760,1,NA,7,199109,0,1,0,NA,0
16688,8426,6499,1991,9,23,199109,"自民総裁選　「海部続投」軸に調整　竹下派の独自候補難で ","Y",999,NA,1,7,199109,0,1,0,NA,0
16708,8268,6628,1991,9,26,199109,"「Ｇ７終了後に辞任」　橋本蔵相、自民党に伝える","A",185,1,NA,7,199109,1,1,1,NA,0
16709,8269,6631,1991,9,26,199109,"竹下派、海部首相続投に傾く　自民総裁選で金丸氏が示唆","A",535,1,NA,7,199109,1,1,0,NA,0
16716,8442,6518,1991,9,26,199109,"自民総裁選　金丸氏が「海部続投」を示唆　宮沢、渡辺氏に不快感 ","Y",534,NA,1,7,199109,0,1,0,NA,0
16729,8451,6531,1991,9,27,199109,"梶山自民・国対委員長が辞意固める　政治改革３法案の審議未了・廃案確定的で ","Y",144,NA,1,7,199109,0,1,1,NA,0
16746,8286,6654,1991,9,29,199109,"海部続投支持、可能性なし　渡辺派の渡辺美智雄会長　自民党総裁選","A",321,1,NA,7,199109,0,1,1,NA,0
16747,8287,6655,1991,9,29,199109,"自民党総裁選、三塚博氏も投票決着を強調","A",116,1,NA,7,199109,0,1,1,NA,0
16751,8291,6659,1991,9,29,199109,"自民党総裁選、投票決着の方向　金丸信氏が断固実施強調","A",782,1,NA,7,199109,0,1,1,NA,0
16756,8464,6548,1991,9,29,199109,"「日本の役割」で憲法９条改正にも言及　自民・小沢調査会が答申原案 ","Y",875,NA,1,7,199109,0,1,0,NA,0
16758,8466,6550,1991,9,29,199109,"ＰＫＯ法案成立へ国会の小幅延長も／小渕自民党幹事長 ","Y",196,NA,1,7,199109,0,1,1,NA,0
16761,8293,6661,1991,9,30,199109,"三塚博氏、事実上の出馬表明　加藤六月氏は反発示す　自民総裁選","A",527,1,NA,7,199109,0,1,0,NA,0
16764,8296,6666,1991,9,30,199109,"自民・重富吉之助氏が当選　参院福岡補選","A",611,1,NA,7,199109,0,1,1,NA,0
16767,8470,6556,1991,9,30,199109,"参院福岡補選　自民・重富吉之助氏が初当選　社党の連勝ストップ ","Y",595,NA,1,7,199109,0,1,1,NA,0
16768,8471,6557,1991,9,30,199109,"自民総裁選　三塚氏が“出馬表明” ","Y",499,NA,1,7,199109,0,1,0,NA,0
16772,8475,6562,1991,9,30,199109,"参院福岡補選で自民党公認・重富氏の当選による国会の新勢力分野 ","Y",110,NA,1,7,199109,0,1,1,NA,0
16779,8304,6677,1991,10,1,199110,"政治改革法案の廃案が確定　自民委員長が提示　衆特委で与野党合意　　　　","A",1298,1,NA,10,199109,0,1,1,NA,0
16812,8496,6589,1991,10,3,199110,"自民３派が政策協定を検討　責任政治など柱に　海部首相続投阻止へ名分 ","Y",624,NA,1,10,199109,1,1,1,NA,0
16813,8317,6696,1991,10,4,199110,"解散阻止で自民３派が一致","A",115,1,NA,10,199109,0,1,0,NA,0
16828,8325,6707,1991,10,5,199110,"竹下派、他派候補支持論も　小沢氏は擁立を固辞　自民総裁選","A",472,1,NA,10,199109,0,1,0,NA,0
16833,8330,6712,1991,10,5,199110,"海部首相、続投を断念　自民総裁選、新局面に　竹下派の出方焦点","A",770,1,NA,10,199109,1,1,0,NA,0
16834,8504,6602,1991,10,5,199110,"海部首相が再選を断念　総裁選へ竹下派、独自候補を模索　小沢氏は出馬を固辞 ","Y",1446,NA,1,10,199109,1,1,0,NA,0
16841,8511,6610,1991,10,5,199110,"自民党政治改革本部の伊東、後藤田両氏が海部首相に辞意を表明 ","Y",105,NA,1,10,199109,1,1,1,NA,0
16842,8512,6612,1991,10,5,199110,"海部首相がきょう５日、自民党総裁選への不出馬表明 ","Y",91,NA,1,10,199109,1,1,1,NA,0
16844,8332,6716,1991,10,6,199110,"竹下派、独自候補を断念　宮沢氏支持強まる　自民総裁選","A",2961,1,NA,10,199109,0,1,0,NA,0
16845,8513,6614,1991,10,6,199110,"自民総裁選　竹下派、「宮沢支持」強まる　国際関係など重視　小沢氏説得は継続 ","Y",1031,NA,1,10,199109,0,1,0,NA,0
16846,8514,6615,1991,10,6,199110,"自民党総裁選　渡辺美智雄、三塚博氏も正式出馬宣言 ","Y",1111,NA,1,10,199109,0,1,1,NA,0
16847,8515,6616,1991,10,6,199110,"小沢前幹事長と会談　渡辺氏が総裁選支持要請 ","Y",152,NA,1,10,199109,0,1,0,NA,0
16848,8516,6617,1991,10,6,199110,"海部首相が総裁選不出馬会見　政治改革の継承訴え ","Y",702,NA,1,10,199109,1,1,1,NA,0
16851,8519,6622,1991,10,7,199110,"自民党総裁選　竹下派が「宮沢支持」で派内調整へ　竹下・金丸・小沢三氏が会談 ","Y",1053,NA,1,10,199109,0,1,1,NA,0
16852,8520,6623,1991,10,7,199110,"自民党総裁選　金丸氏が「宮沢支持」を示唆 ","Y",440,NA,1,10,199109,0,1,1,NA,0
16861,8337,6723,1991,10,8,199110,"竹下派の調整難航　金丸氏、独自候補に固執　自民総裁選","A",1117,1,NA,10,199109,0,1,0,NA,0
16865,8527,6631,1991,10,8,199110,"自民総裁選　竹下派は金丸氏の調整になお時間　「宮沢支持」に不満も ","Y",784,NA,1,10,199109,0,1,0,NA,0
16866,8528,6633,1991,10,8,199110,"「学校５日制」で休日増に対応　野外活動に基金　自民小委が提言へ ","Y",468,NA,1,10,199109,0,1,0,NA,0
16870,8341,6729,1991,10,9,199110,"竹下派、独自候補選びで混迷　小沢氏はいぜん固辞　自民総裁選","A",682,1,NA,10,199109,0,1,0,NA,0
16877,8532,6640,1991,10,9,199110,"自民党総裁選　竹下派、独自候補選択広げる　小沢氏は固辞変えず ","Y",299,NA,1,10,199109,0,1,1,NA,0
16881,8347,6737,1991,10,10,199110,"加藤六月氏、竹下派に同調　三塚派、事実上の分派活動宣言　総裁選","A",389,1,NA,10,199110,0,1,0,NA,0
16882,8348,6738,1991,10,10,199110,"「国家のために私情捨て選考」　自民党総裁選で金丸氏","A",251,1,NA,10,199110,0,1,1,NA,0
16885,8351,6741,1991,10,10,199110,"竹下派、宮沢氏支持へ　自民総裁選、大勢固まる　あすにも最終決定","A",1395,1,NA,10,199110,0,1,0,NA,0
16886,8535,6644,1991,10,10,199110,"総裁選　竹下派「宮沢支持」決定へ　あす１１日の臨時総会で政策協定結ぶ方針 ","Y",1128,NA,1,10,199110,0,1,0,NA,0
16887,8536,6645,1991,10,10,199110,"自民党総裁選　三塚派の加藤政調会長が竹下派に同調方針　新政策集団結成へ ","Y",407,NA,1,10,199110,0,1,1,NA,0
16888,8537,6646,1991,10,10,199110,"自民小委が「学校週５日制」提言　９２年秋から月１回 ","Y",354,NA,1,10,199110,0,1,0,NA,0
16895,8354,6746,1991,10,11,199110,"竹下派、宮沢氏支持をきょう決定　小沢氏が３氏と会談　自民総裁選","A",1009,1,NA,10,199110,0,1,0,NA,0
16898,8542,6653,1991,10,11,199110,"自民総裁選　宮沢４４、渡辺８、三塚５％　読売新聞社が党員・党友支持調査 ","Y",2252,NA,1,10,199110,0,1,1,NA,0
16899,8543,6654,1991,10,11,199110,"自民総裁選　竹下派が宮沢支持をきょう１１日に決定　３氏から政策ただす ","Y",1052,NA,1,10,199110,0,1,0,NA,0
16902,8357,6751,1991,10,12,199110,"新政権人事に焦点、幹事長には竹下派確実　自民新総裁に宮沢氏確実で","A",447,1,NA,10,199110,1,1,0,NA,0
16907,8362,6756,1991,10,12,199110,"「宮沢政権」確実に　金丸会長決断で竹下派が支持決定　自民総裁選","A",1342,1,NA,10,199110,1,1,0,NA,0
16908,8546,6660,1991,10,12,199110,"「宮沢新総裁」が確定　竹下派が支持決定　河本派も同調確認 ","Y",1286,NA,1,10,199110,0,1,0,NA,0
16909,8547,6661,1991,10,12,199110,"自民総裁選出はあくまで公選で／宮沢氏 ","Y",190,NA,1,10,199110,0,1,0,NA,0
16920,8369,6765,1991,10,13,199110,"竹下派重視を明言　人事・政策で配慮　自民党新総裁就任確実の宮沢氏","A",496,1,NA,10,199110,0,1,1,NA,0
16924,8554,6669,1991,10,13,199110,"挙党体制作り強調　人事、竹下派を軸に　自民党新総裁就任確実の宮沢・元副総理 ","Y",474,NA,1,10,199110,0,1,1,NA,0
16939,8561,6679,1991,10,14,199110,"自民総裁選　宮沢、渡辺、三塚の３氏が公選を主張　新政権は挙党体制構築 ","Y",501,NA,1,10,199110,1,1,1,NA,0
16979,8397,6802,1991,10,18,199110,"「非自民」で野党再編　社民勢力と公明結び　連合政治委が答申","A",598,1,NA,10,199110,0,1,1,NA,0
16996,8591,6718,1991,10,19,199110,"自民総裁選きょう１９日告示　２７日投票　宮沢氏の優位動かず ","Y",471,NA,1,10,199110,0,1,0,NA,0
17004,8411,6825,1991,10,20,199110,"国際貢献の重要性強調　宮沢・渡辺・三塚氏が会見　自民党総裁選","A",1237,1,NA,10,199110,0,1,1,NA,0
17005,8594,6723,1991,10,20,199110,"自民党総裁選　懸案解決は挙党体制で　「宮沢・渡辺・三塚」共同会見 ","Y",1259,NA,1,10,199110,0,1,1,NA,0
17006,8595,6724,1991,10,20,199110,"自民党総裁選　党主催の公開討論は見送り ","Y",287,NA,1,10,199110,0,1,1,NA,0
17017,8600,6731,1991,10,21,199110,"自民党総裁選　宮沢氏優位　支持は５５％に／党員・党友読売新聞社第２回調査 ","Y",2709,NA,1,10,199110,0,1,1,NA,0
17019,8602,6733,1991,10,21,199110,"公明党　国連軍参加に含み　自公路線堅持を確認　ＰＫＯへ積極姿勢 ","Y",757,NA,1,10,199110,0,1,1,NA,0
17029,8424,6844,1991,10,22,199110,"自民総裁選、「政治改革」で応酬　宮沢・渡辺・三塚３氏が政見演説会","A",783,1,NA,10,199110,0,1,1,NA,0
17035,8610,6744,1991,10,22,199110,"自民総裁選演説会　３候補が独自政策訴え　政治改革の取り組みで差 ","Y",1137,NA,1,10,199110,0,1,1,NA,0
17042,8430,6853,1991,10,23,199110,"宮沢氏、３００票台の勢い　自民総裁選で朝日新聞社情勢調査","A",950,1,NA,10,199110,0,1,0,NA,0
17071,8442,6872,1991,10,26,199110,"自民総裁選、あす投・開票","A",384,1,NA,10,199110,0,1,0,NA,0
17075,8631,6774,1991,10,26,199110,"自民総裁選あす２７日投票　２位争い混とん ","Y",298,NA,1,10,199110,0,1,0,NA,0
17081,8447,6879,1991,10,27,199110,"官房長官を加藤紘氏で調整　羽田・渡部・綿貫氏は幹事長候補　総裁選","A",700,1,NA,10,199110,1,1,0,NA,0
17084,8450,6882,1991,10,27,199110,"自民新総裁、きょう決定　宮沢氏優位動かず　総裁選","A",980,1,NA,10,199110,0,1,0,NA,0
17085,8635,6781,1991,10,27,199110,"宮沢新総裁選出へ　自民きょう２７日投票　得票３３０台乗せも　人事構想も進む ","Y",960,NA,1,10,199110,0,1,0,NA,0
17086,8636,6782,1991,10,27,199110,"自民新総裁選出へ　渡辺外相、羽田蔵相など内閣人事浮上 ","Y",283,NA,1,10,199110,1,1,0,NA,0
17096,8455,6889,1991,10,28,199110,"「金丸副総裁」就任を要請の意向　宮沢新総裁","A",150,1,NA,10,199110,0,1,0,NA,0
17097,8456,6890,1991,10,28,199110,"渡辺副総理が確実に　総務会長と政調会長、三塚・渡辺派で調整","A",280,1,NA,10,199110,0,1,0,NA,0
17098,8457,6891,1991,10,28,199110,"宮沢喜一・自民党新総裁に望む　政治部長・小栗敬太郎","A",1752,1,NA,10,199110,0,1,1,NA,0
17099,8458,6892,1991,10,28,199110,"自民党新総裁に宮沢氏　得票、伸び悩む　第１回投票で過半数　総裁選","A",1465,1,NA,10,199110,0,1,1,NA,0
17100,8642,6789,1991,10,28,199110,"自民新総裁に宮沢氏２８５票　渡辺氏が善戦１２０票　三塚氏は８７票 ","Y",2856,NA,1,10,199110,0,1,0,NA,0
17104,8646,6794,1991,10,28,199110,"リクルート関係議員の閣僚起用問題ない　宮沢・自民新総裁が表明 ","Y",203,NA,1,10,199110,1,1,1,NA,0
17110,8464,6900,1991,10,29,199110,"自民３役、三塚派除外強まる　政調会長、林義郎氏の線も","A",617,1,NA,10,199110,0,1,0,NA,0
17112,8647,6795,1991,10,29,199110,"自民党新三役決定へ　きょう２９日党大会　綿貫幹事長が有力 ","Y",1147,NA,1,10,199110,0,1,1,NA,0
17113,8648,6796,1991,10,29,199110,"自民党三役　三塚派はずしに強い反発も　５０人が会合 ","Y",176,NA,1,10,199110,0,1,1,NA,0
17119,8466,6903,1991,10,30,199110,"副総裁の受諾、金丸氏が表明　自民党宮沢新体制","A",131,1,NA,10,199110,0,1,1,NA,0
17122,8469,6907,1991,10,30,199110,"自民３役、宮沢派、三塚派に譲る意向　「内定」一転決定持ち越す","A",1117,1,NA,10,199110,0,1,0,NA,0
17125,8655,6804,1991,10,30,199110,"自民政調会長、一転三塚派起用へ　森氏か塩川氏　党内融和を優先／宮沢総裁 ","Y",746,NA,1,10,199110,0,1,1,NA,0
17142,8478,6920,1991,11,1,199111,"挙党体制作りを強調　宮沢新総裁","A",656,1,NA,9,199110,0,1,1,NA,0
17148,8668,6821,1991,11,1,199111,"対ソ支援は積極的に　金丸氏に副総裁就任要請　宮沢自民新総裁にインタビュー ","Y",639,NA,1,9,199110,0,1,0,NA,0
17152,8484,6928,1991,11,2,199111,"中曽根・竹下氏が最高顧問に　新３役、派閥離れず　自民党","A",1376,1,NA,9,199110,0,1,1,NA,0
17333,8573,92,1991,11,17,199111,"小選挙区比例代表並立制を「進める自信ない」　森自民政調会長","A",654,1,NA,9,199111,0,1,1,NA,0
17350,8769,90,1991,11,18,199111,"「ＰＫＯ」きょう１９日に審議入り　自民の民社説得がカギ／衆院特別委 ","Y",868,NA,1,9,199111,0,1,1,NA,0
17353,8582,106,1991,11,19,199111,"「政府の考えと食い違いない」　自民の小選挙区制断念で加藤官房長官","A",302,1,NA,9,199111,1,1,1,NA,0
17355,8584,108,1991,11,19,199111,"党案とりまとめと与野党協議を並行　自民党首脳語る","A",126,1,NA,9,199111,0,1,1,NA,0
17356,8585,109,1991,11,19,199111,"衆院の定数是正論強まる　小選挙区制断念の自民党","A",522,1,NA,9,199111,0,1,1,NA,0
17360,8772,95,1991,11,19,199111,"コメ部分自由化の方針　新ラウンド関税化協議に応じる　政府・自民方針固める ","Y",853,NA,1,9,199111,1,1,0,NA,0
17366,8778,101,1991,11,19,199111,"早急な政治改革の代案作りで一致／政府・自民首脳 ","Y",257,NA,1,9,199111,1,1,1,NA,0
17471,8830,180,1991,11,27,199111,"ＰＫＯ法案　自民が修正に応じる　国会の「承認」を明記 ","Y",1140,NA,1,9,199111,0,1,1,NA,0
17476,8642,186,1991,11,28,199111,"「自公民体制は壊れる可能性」　自公のＰＫＯ強行採決で民社委員長","A",106,1,NA,9,199111,0,1,0,NA,0
17479,8645,190,1991,11,28,199111,"ＰＫＯ協力法案、自公の強行採決でさらに説得力失う＜解説＞","A",858,1,NA,9,199111,0,1,0,NA,0
17483,8649,195,1991,11,28,199111,"ＰＫＯ法案、自公が強行採決　民社と調整ならず　衆院平和協力特別委","A",1331,1,NA,9,199111,0,1,1,NA,0
17484,8835,188,1991,11,28,199111,"ＰＫＯ法案、自公で可決　「２年後に国会承認」盛る　民社は応ぜず／衆院特別委 ","Y",1599,NA,1,9,199111,0,1,1,NA,0
17487,8838,191,1991,11,28,199111,"新ラウンド　「関税化」受け入れを　自民・小沢元幹事長が表明 ","Y",214,NA,1,9,199111,0,1,0,NA,0
17498,8842,197,1991,11,29,199111,"不動産融資に前向き、総量規制撤廃も　政府・自民党が意見交換 ","Y",652,NA,1,9,199111,1,1,1,NA,0
17499,8843,198,1991,11,29,199111,"ＰＫＯ法案　社共反発、衆院通過持ち越す　自公「きょう２９日採決」確認 ","Y",1060,NA,1,9,199111,0,1,1,NA,0
17515,8662,214,1991,12,1,199112,"地価税の純増収１５００億円は減税に充てず　自民党税調が方針固める","A",706,1,NA,12,199111,0,1,1,NA,0
17521,8855,217,1991,12,1,199112,"地方交付税率下げも　４年度税収不足対策で見解／武藤自民税調会長 ","Y",353,NA,1,12,199111,0,1,0,NA,0
17522,8856,218,1991,12,1,199112,"不動産融資の総量規制は年内に撤廃も／綿貫・自民幹事長 ","Y",189,NA,1,12,199111,0,1,0,NA,0
17527,8668,222,1991,12,2,199112,"農家対策、新税も検討　コメ開放後を想定　森喜朗自民政調会長表明","A",431,1,NA,12,199111,0,1,0,NA,0
17529,8670,224,1991,12,2,199112,"橋本大二郎氏圧勝、約２０万票差　自民公認候補下す　高知県知事選","A",858,1,NA,12,199111,0,1,1,0,1
17533,8862,227,1991,12,2,199112,"ＰＫＯ法案　参院で再修正も　森自民政調会長が示唆 ","Y",323,NA,1,12,199111,0,1,1,NA,0
17534,8863,228,1991,12,2,199112,"高知県知事選　新人の橋本大二郎氏が自民候補に圧勝　戦後生まれ全国で初 ","Y",676,NA,1,12,199111,0,1,1,NA,0
17557,8684,243,1991,12,4,199112,"ＰＫＯ法案衆院通過、参院での難航必至　自民党、会期延長を検討","A",1199,1,NA,12,199111,0,1,1,NA,0
17569,8688,249,1991,12,5,199112,"みなし法人課税廃止へ　不公平税制是正　大蔵省、自民税調に近く提示","A",933,1,NA,12,199111,0,1,0,NA,0
17627,8710,281,1991,12,10,199112,"調整難航、結論持ち越す　自民は「１０日余」を提案　国会会期延長","A",530,1,NA,12,199111,0,1,1,NA,0
17635,8924,310,1991,12,10,199112,"ＰＫＯ法案の今国会成立を断念　会期延長１０日程度で／政府・自民 ","Y",684,NA,1,12,199111,1,1,1,NA,0
17652,8720,295,1991,12,12,199112,"「国際貢献税」が急浮上　１兆円強を想定か　自民三役が大蔵に要求","A",931,1,NA,12,199112,0,1,0,NA,0
17658,8937,330,1991,12,12,199112,"ＰＫＯ成立困難　批判回避で９２年予算に国際貢献策盛り込みへ／自民党 ","Y",361,NA,1,12,199112,0,1,1,NA,0
17681,8735,314,1991,12,14,199112,"「国際貢献」に１兆３０００億円増税　９２年度予算で政府・自民方針　","A",841,1,NA,12,199112,1,1,0,NA,0
17698,8956,352,1991,12,15,199112,"自民税調あす１６日から大詰め審議　国際貢献増税を焦点に ","Y",656,NA,1,12,199112,0,1,0,NA,0
17699,8957,353,1991,12,15,199112,"「国際貢献資金」の財源検討を党税制調査会長に要請／森・自民政調会長 ","Y",212,NA,1,12,199112,0,1,1,NA,0
17705,8745,328,1991,12,17,199112,"国際貢献枠、全額増税は困難に　自民税調の正副会長会議で一致","A",860,1,NA,12,199112,0,1,0,NA,0
17707,8747,330,1991,12,17,199112,"みなし法人課税の９２年末廃止を決定　自民税調","A",594,1,NA,12,199112,0,1,0,NA,0
17710,8963,362,1991,12,17,199112,"自民「国際貢献増税」見送り　党税調、反対が大勢　貢献活動に２０００億円追加 ","Y",1159,NA,1,12,199112,0,1,1,NA,0
17711,8964,363,1991,12,17,199112,"ＪＴ株の売却案浮上　平成４年度予算の財源不足対策／政府・自民党 ","Y",209,NA,1,12,199112,1,1,1,NA,0
17720,8754,339,1991,12,18,199112,"国際貢献枠創設を断念　「９３年度から」を検討　　政府・自民","A",1487,1,NA,12,199112,1,1,0,NA,0
17721,8967,368,1991,12,18,199112,"９２年度増税は８０００億円に　国際貢献税は予備費増を断念／政府・自民 ","Y",1141,NA,1,12,199112,1,1,0,NA,0
17722,8968,369,1991,12,18,199112,"相続税の基礎控除２割引き上げ　税率１０％は７００万円以下に適用／自民税調 ","Y",1143,NA,1,12,199112,0,1,0,NA,0
17723,8969,370,1991,12,18,199112,"９２年度増税８０００億円は法人臨時税など３項目で　自民税調きょう１８日決定 ","Y",312,NA,1,12,199112,0,1,0,NA,0
17730,8756,343,1991,12,19,199112,"ほぼ満額の１１００億円台　整備新幹線“復活”方針　政府・自民党","A",442,1,NA,12,199112,1,1,1,NA,0
17733,8759,346,1991,12,19,199112,"自動車消費税は４．５％　増税規模は計７３００億円　自民の財源対策","A",1305,1,NA,12,199112,0,1,0,NA,0
17736,8976,380,1991,12,19,199112,"衆院の小選挙区比例制　宮沢首相、導入断念を表明　自民党改革本部長に長谷川氏 ","Y",545,NA,1,12,199112,1,1,1,NA,0
17738,8978,383,1991,12,19,199112,"増税は７３００億円　きょう１９日、税制改正大綱決定／自民税調 ","Y",602,NA,1,12,199112,0,1,0,NA,0
17745,8766,355,1991,12,20,199112,"７４００億円の増税　自民、来年度税制改正大綱を決定","A",1744,1,NA,12,199112,0,1,0,NA,0
17747,8980,387,1991,12,20,199112,"９２年度税制改正大綱決まる　法人特別税導入など柱に７３７０億増税／自民税調 ","Y",1357,NA,1,12,199112,0,1,0,NA,0
17749,8982,389,1991,12,20,199112,"社会資本整備図る　自民が平成４年度予算編成大綱決定 ","Y",407,NA,1,12,199112,0,1,0,NA,0
17770,8777,371,1991,12,22,199112,"きょう「コメ市場開放問題」協議　政治決断の時期探る　政府・自民","A",534,1,NA,12,199112,1,1,1,NA,0
17779,8781,376,1991,12,23,199112,"「コメ」政治決断は越年へ　自民４役ら、包括合意案への対応協議","A",338,1,NA,12,199112,0,1,1,NA,0
17793,8788,387,1991,12,24,199112,"「自民政治家らに十数億円」　「共和」の資金提供、元幹部ら語る","A",1250,1,NA,12,199112,0,1,1,NA,0
17810,9014,434,1991,12,25,199112,"自民党内で内需拡大論が急浮上　対米貿易黒字解消策で ","Y",551,NA,1,12,199112,0,1,0,NA,0
17911,9072,515,1992,1,3,199201,"自民党副総裁　金丸氏が就任の意向 ","Y",252,NA,1,10,199112,0,1,1,NA,0
17971,8865,498,1992,1,9,199201,"金丸氏、副総裁に就任　「政権安定」へ要請受諾　自民党","A",711,1,NA,10,199112,1,1,1,NA,0
17979,9113,572,1992,1,9,199201,"金丸元副総理が自民党副総裁に就任　宮沢政権、党内の安定化狙う ","Y",526,NA,1,10,199112,1,1,1,0,1
18019,9135,608,1992,1,13,199201,"「共和」疑惑の阿部文男代議士に離党勧告／自民党北海道連 ","Y",108,NA,1,10,199201,0,1,1,NA,0
18022,8885,530,1992,1,14,199201,"阿部元長官、自民を離党　議員は辞職せず　受託収賄容疑で逮捕","A",157,1,NA,10,199201,1,1,1,NA,0
18028,9139,613,1992,1,14,199201,"共和事件で逮捕の阿部文男・元開発庁長官　自民党を離党、議員辞職はせず ","Y",344,NA,1,10,199201,1,1,1,NA,0
18029,9140,614,1992,1,14,199201,"共和事件で逮捕の阿部文男代議士の自民党離党による衆院の新勢力分野 ","Y",90,NA,1,10,199201,0,1,1,NA,0
18046,8898,549,1992,1,16,199201,"９３年春のプロサッカーにトトカルチョ導入構想　自民、立法化探る　","A",860,1,NA,10,199201,0,1,0,NA,0
18056,9155,635,1992,1,16,199201,"熊谷　太三郎氏（自民参院議員、元科技庁長官、熊谷組相談役）死去　元福井市長 ","Y",320,NA,1,10,199201,1,1,1,NA,0
18057,9156,637,1992,1,16,199201,"熊谷太三郎・自民党参院議員の死去による参院の新勢力分野 ","Y",101,NA,1,10,199201,0,1,1,NA,0
18067,9162,645,1992,1,17,199201,"「共和」汚職事件の阿部議員は辞職を　自民党内に強まる ","Y",320,NA,1,10,199201,0,1,1,NA,0
18069,8906,561,1992,1,18,199201,"自民とは未調整　首相表明の政治資金制度改革切り離し処理＜解説＞","A",445,1,NA,10,199201,1,1,1,0,1
18094,8918,580,1992,1,20,199201,"「コメ開放」へ余地残す　強い反対の表現消える　自民党運動方針案","A",698,1,NA,10,199201,0,1,1,NA,0
18098,9177,666,1992,1,20,199201,"コメ柔軟対応を示唆　「ＰＫＯ」早期成立　自民党が平成４年度運動方針案 ","Y",843,NA,1,10,199201,0,1,1,NA,0
18112,9184,675,1992,1,21,199201,"「政治資金」を優先　宮沢首相要請を基本了承／自民政治革本部長 ","Y",584,NA,1,10,199201,1,1,1,NA,0
18113,9185,676,1992,1,21,199201,"「共和」汚職事件の阿部文男代議士に辞職勧告／自民党宮沢派 ","Y",287,NA,1,10,199201,0,1,1,NA,0
18114,9186,677,1992,1,21,199201,"平成４年度の暫定予算は必至　自民党・梶山国対委員長が見通し ","Y",163,NA,1,10,199201,0,1,1,NA,0
18123,9190,683,1992,1,22,199201,"「政治資金」は新法案で　政治改革で自民四役ら一致　党議決定見直しへ ","Y",666,NA,1,10,199201,0,1,1,NA,0
18138,8941,614,1992,1,24,199201,"「コメ自由化に備え農業考えよう」　佐藤自民総務会長","A",350,1,NA,10,199201,0,1,0,NA,0
18290,9271,792,1992,2,5,199202,"政治資金　３月メドに改革案　自民改革本部が方針決定　連座制強化も対象 ","Y",503,NA,1,8,199201,0,1,1,NA,0
18311,9282,808,1992,2,7,199202,"「共和汚職」などの参考人招致案が有力に　国会打開で自民首脳ら意向 ","Y",443,NA,1,8,199201,0,1,1,NA,0
18312,9283,809,1992,2,7,199202,"「環境省」への昇格検討　地球規模の問題に対応　自民懇談会が初会合 ","Y",621,NA,1,8,199201,0,1,0,NA,0
18327,9292,821,1992,2,8,199202,"中島　源太郎氏（元文相、自民党衆院議員）死去 ","Y",297,NA,1,8,199202,1,1,1,NA,0
18349,9047,755,1992,2,10,199202,"参院奈良補選、自民が大敗　「連合」吉田氏が当選　宮沢政権に打撃","A",1182,1,NA,8,199202,1,1,1,NA,0
18371,9316,855,1992,2,13,199202,"共和汚職事件等の「喚問・招致は複数」　鈴木元首相も対象示唆　自民党が回答 ","Y",653,NA,1,8,199202,1,1,1,NA,0
18372,9317,856,1992,2,13,199202,"「国連軍参加は合憲」　小沢元幹事長が見解／読売新聞の憲法問題調査会質疑 ","Y",613,NA,1,8,199202,0,1,0,NA,0
18405,9334,879,1992,2,16,199202,"刑事被告人は除外　証人喚問基準で自民が試案 ","Y",405,NA,1,8,199202,0,1,0,0,1
18410,9074,798,1992,2,17,199202,"鈴木元首相が参考人招致受諾へ　自民、非公開など検討　共和事件","A",904,1,NA,8,199202,1,1,0,NA,0
18412,9337,885,1992,2,17,199202,"共和事件　参考人招致に鈴木元首相応じる方向　出張聴取などで自民が条件整備へ ","Y",986,NA,1,8,199202,1,1,0,NA,0
18423,9080,807,1992,2,18,199202,"自民、「参考人」応じる　共和事件で鈴木元首相の聴取","A",1042,1,NA,8,199202,1,1,0,1,1
18454,9094,828,1992,2,21,199202,"軍事突出、危うさはらむ　自民・小沢調査会の答申案＜解説＞","A",762,1,NA,8,199202,0,1,0,NA,0
18457,9097,831,1992,2,21,199202,"外務省首脳は「認められぬ」　自民・小沢調査会の答申案","A",208,1,NA,8,199202,0,1,0,NA,0
18459,9099,833,1992,2,21,199202,"国連軍参加へ検討要請　憲法解釈変更迫る　自民・小沢調査会が答申案","A",1544,1,NA,8,199202,0,1,0,NA,0
18460,9361,916,1992,2,21,199202,"自衛隊の国連軍参加可能　憲法新解釈求める　小沢自民特別調査会が答申原案提示 ","Y",1218,NA,1,8,199202,0,1,0,NA,0
