"id_all","id_inpaper","id_original","year","month","date","ymonth","Headline","paper","wcount","codePN","Asahi","Yomiuri","jijistartdate","jijiymonth","cabinet","ldp","politics"
16934,8377,6775,1991,10,14,199110,"「挙党体制」の表と裏（「海部」から「宮沢」へ：下）","A",1658,NA,1,NA,10,199110,0,0,1
16939,8561,6679,1991,10,14,199110,"自民総裁選　宮沢、渡辺、三塚の３氏が公選を主張　新政権は挙党体制構築 ","Y",501,NA,NA,1,10,199110,1,1,1
16971,8576,6701,1991,10,17,199110,"自社中軸の連立打診　「政界再編」で金丸氏が田辺氏と会談　参院選後、協議へ ","Y",759,NA,NA,1,10,199110,0,0,1
16972,8577,6702,1991,10,17,199110,"田辺・社党委員長に打診の連立構想　金丸氏が実現へ執念（解説） ","Y",501,NA,NA,1,10,199110,0,0,1
16979,8397,6802,1991,10,18,199110,"「非自民」で野党再編　社民勢力と公明結び　連合政治委が答申","A",598,NA,1,NA,10,199110,0,1,1
16983,8584,6710,1991,10,18,199110,"二大政党制目指す　連合が政治方針の最終案 ","Y",397,NA,NA,1,10,199110,0,0,1
17000,8407,6821,1991,10,20,199110,"政党中心の小選挙区制　宮沢喜一氏、テレビ番組で疑問示す　","A",631,NA,1,NA,10,199110,0,0,1
17004,8411,6825,1991,10,20,199110,"国際貢献の重要性強調　宮沢・渡辺・三塚氏が会見　自民党総裁選","A",1237,NA,1,NA,10,199110,0,1,1
17005,8594,6723,1991,10,20,199110,"自民党総裁選　懸案解決は挙党体制で　「宮沢・渡辺・三塚」共同会見 ","Y",1259,NA,NA,1,10,199110,0,1,1
17006,8595,6724,1991,10,20,199110,"自民党総裁選　党主催の公開討論は見送り ","Y",287,NA,NA,1,10,199110,0,1,1
17012,8413,6830,1991,10,21,199110,"参院選での野党共闘で公明が３原則","A",101,NA,1,NA,10,199110,0,0,1
17015,8416,6833,1991,10,21,199110,"国連軍参加含め検討　公明党、活動方針案を発表","A",890,NA,1,NA,10,199110,0,0,1
17017,8600,6731,1991,10,21,199110,"自民党総裁選　宮沢氏優位　支持は５５％に／党員・党友読売新聞社第２回調査 ","Y",2709,NA,NA,1,10,199110,0,1,1
17019,8602,6733,1991,10,21,199110,"公明党　国連軍参加に含み　自公路線堅持を確認　ＰＫＯへ積極姿勢 ","Y",757,NA,NA,1,10,199110,0,1,1
17029,8424,6844,1991,10,22,199110,"自民総裁選、「政治改革」で応酬　宮沢・渡辺・三塚３氏が政見演説会","A",783,NA,1,NA,10,199110,0,1,1
17031,8606,6740,1991,10,22,199110,"カンボジア和平パリ会議あす２３日調印　政治解決など４文書採択　人権尊重追加 ","Y",978,NA,NA,1,10,199110,0,0,1
17035,8610,6744,1991,10,22,199110,"自民総裁選演説会　３候補が独自政策訴え　政治改革の取り組みで差 ","Y",1137,NA,NA,1,10,199110,0,1,1
17064,8440,6867,1991,10,25,199110,"派閥政治の明暗　政治家の気概、示す時　田中豊蔵・論説主幹（座標）","A",1825,NA,1,NA,10,199110,0,0,1
17090,8640,6786,1991,10,27,199110,"駐車場の建設規制を緩和　建設省が建築基準法改正へ　面積倍増は９２年度から ","Y",650,NA,NA,1,10,199110,0,0,1
17092,8451,6885,1991,10,28,199110,"仮谷志良氏が５選　和歌山県知事選","A",259,NA,1,NA,10,199110,0,0,1
17098,8457,6891,1991,10,28,199110,"宮沢喜一・自民党新総裁に望む　政治部長・小栗敬太郎","A",1752,NA,1,NA,10,199110,0,1,1
17099,8458,6892,1991,10,28,199110,"自民党新総裁に宮沢氏　得票、伸び悩む　第１回投票で過半数　総裁選","A",1465,NA,1,NA,10,199110,0,1,1
17102,8644,6791,1991,10,28,199110,"和歌山県知事選　仮谷志良氏が５選 ","Y",192,NA,NA,1,10,199110,0,0,1
17103,8645,6793,1991,10,28,199110,"中東和平　ヨルダン・パレスチナ国家連合で米が確認文書　政治的権利など保証 ","Y",984,NA,NA,1,10,199110,0,0,1
17104,8646,6794,1991,10,28,199110,"リクルート関係議員の閣僚起用問題ない　宮沢・自民新総裁が表明 ","Y",203,NA,NA,1,10,199110,1,1,1
17112,8647,6795,1991,10,29,199110,"自民党新三役決定へ　きょう２９日党大会　綿貫幹事長が有力 ","Y",1147,NA,NA,1,10,199110,0,1,1
17113,8648,6796,1991,10,29,199110,"自民党三役　三塚派はずしに強い反発も　５０人が会合 ","Y",176,NA,NA,1,10,199110,0,1,1
17117,8652,6800,1991,10,29,199110,"［難局に向かう宮沢政権］（１）党内基盤　頼みの竹下派にきしみ（連載） ","Y",1746,NA,NA,1,10,199110,1,0,1
17119,8466,6903,1991,10,30,199110,"副総裁の受諾、金丸氏が表明　自民党宮沢新体制","A",131,NA,1,NA,10,199110,0,1,1
17125,8655,6804,1991,10,30,199110,"自民政調会長、一転三塚派起用へ　森氏か塩川氏　党内融和を優先／宮沢総裁 ","Y",746,NA,NA,1,10,199110,0,1,1
17133,8475,6915,1991,10,31,199110,"政治改革の行方　重み問われる「決意」（宮沢新政権：１）","A",1580,NA,1,NA,10,199110,1,0,1
17138,8663,6814,1991,10,31,199110,"宮沢新首相の所信表明は８日に　臨時国会５日召集 ","Y",169,NA,NA,1,10,199110,1,0,1
17139,8664,6815,1991,10,31,199110,"［難局に向かう宮沢政権］（３）政界再編　参院選後、表面化も（連載） ","Y",1554,NA,NA,1,10,199110,1,0,1
17142,8478,6920,1991,11,1,199111,"挙党体制作りを強調　宮沢新総裁","A",656,NA,1,NA,9,199110,0,1,1
17152,8484,6928,1991,11,2,199111,"中曽根・竹下氏が最高顧問に　新３役、派閥離れず　自民党","A",1376,NA,1,NA,9,199110,0,1,1
17172,8494,6942,1991,11,4,199111,"臨時国会、あす召集","A",307,NA,1,NA,9,199110,0,0,1
17184,8499,6948,1991,11,5,199111,"奈良県知事選に新顔２氏立つ","A",154,NA,1,NA,9,199110,0,0,1
17185,8500,6950,1991,11,5,199111,"小此木彦三郎氏死去　「政治改革」廃案を委員長として決定","A",340,NA,1,NA,9,199110,0,0,1
17192,8686,6847,1991,11,5,199111,"宮沢内閣きょう５日発足　国会、午後首相指名　全閣僚固まる ","Y",1090,NA,NA,1,9,199110,1,0,1
17193,8687,6848,1991,11,5,199111,"奈良県知事選が４日告示　２新人の争いに ","Y",179,NA,NA,1,9,199110,0,0,1
17197,8691,6852,1991,11,5,199111,"小此木　彦三郎氏（元通産相、元建設相）死去　政治改革法案の「廃案」宣言 ","Y",422,NA,NA,1,9,199110,1,0,1
17200,8694,6856,1991,11,5,199111,"小此木氏の死去による衆院の新勢力分野 ","Y",58,NA,NA,1,9,199110,0,0,1
17202,8508,4,1991,11,6,199111,"「小選挙区制に反対」　宮沢内閣の政府首脳","A",259,0,1,NA,9,199110,1,0,1
17216,8516,14,1991,11,7,199111,"定数是正、先行も　小選挙区制に固執せず　政治改革で塩川自治相","A",598,0,1,NA,9,199110,1,0,1
17217,8517,15,1991,11,7,199111,"モスクワ、主食品も配給制に　大戦以来、１２月実施　ポポフ市長発表","A",366,0,1,NA,9,199110,0,0,1
17229,8522,22,1991,11,8,199111,"わかりやすい政治を（国際羅針盤　日本のあすを考える）","A",2140,0,1,NA,9,199110,0,0,1
17233,8709,19,1991,11,8,199111,"政治改革で閣僚会議　基本路線調整めざす　加藤官房長官が表明 ","Y",276,0,NA,1,9,199110,1,0,1
17245,8717,28,1991,11,9,199111,"政治的な役割を強化　ローマ宣言を採択　ＮＡＴＯ首脳会議が閉幕 ","Y",750,0,NA,1,9,199111,0,0,1
17254,8534,39,1991,11,10,199111,"ＰＫＯ法案や政治倫理焦点に１１日から国会論戦　第１２２臨時国会","A",540,0,1,NA,9,199111,0,0,1
17255,8535,40,1991,11,10,199111,"ＰＫＯへの自衛隊派遣、「国会承認は不要」　首相・官房長官ら確認","A",358,0,1,NA,9,199111,1,0,1
17262,8724,36,1991,11,10,199111,"国会　あす１１日から代表質問　「政治改革」「コメ」など追及 ","Y",670,0,NA,1,9,199111,0,0,1
17272,8544,51,1991,11,12,199111,"国連改革の必要性強調　定数是正優先も　衆院代表質問で宮沢首相答弁","A",1410,0,1,NA,9,199111,1,0,1
17275,8731,44,1991,11,12,199111,"「ＰＫＯ」成立に全力　政治改革「３法案」参考に　宮沢首相が代表質問で答弁 ","Y",1000,0,NA,1,9,199111,1,0,1
17283,8549,58,1991,11,13,199111,"宮沢首相「条件付きは避けたい」　ＰＫＯ参加問題について衆院で答弁","A",1078,0,1,NA,9,199111,1,0,1
17290,8740,54,1991,11,13,199111,"ＰＫＯ国会承認　「事前」固執せず／大内民社委員長表明 ","Y",180,0,NA,1,9,199111,0,0,1
17292,8551,62,1991,11,14,199111,"宮沢首相、韓国大統領の非核化宣言支持を表明　参院代表質問","A",453,0,1,NA,9,199111,1,0,1
17304,8747,62,1991,11,14,199111,"自衛隊のＰＫＦ参加は防衛出動と別の性格　宮沢首相答弁／参院本会議 ","Y",830,0,NA,1,9,199111,1,0,1
17315,8751,67,1991,11,15,199111,"宮沢首相のリクルート「３点セット」１２月初めに提出　衆院予算委で合意 ","Y",407,0,NA,1,9,199111,1,0,1
17320,8566,80,1991,11,16,199111,"公明党とは距離置く　社会党運動方針案＜解説＞","A",389,0,1,NA,9,199111,0,0,1
17323,8569,85,1991,11,16,199111,"政権、社民勢力結集で　リベラル保守とも連携　社会党運動方針案","A",990,0,1,NA,9,199111,1,0,1
17326,8756,74,1991,11,16,199111,"保守リベラルと提携も　「９０年代中期に政権」／社会党運動方針案 ","Y",831,0,NA,1,9,199111,1,0,1
17327,8757,75,1991,11,16,199111,"「ＰＫＦ」自衛隊の武器使用は国連より厳しい枠　宮沢首相答弁／参院予算委 ","Y",1019,0,NA,1,9,199111,1,0,1
17333,8573,92,1991,11,17,199111,"小選挙区比例代表並立制を「進める自信ない」　森自民政調会長","A",654,0,1,NA,9,199111,0,1,1
17337,8762,81,1991,11,17,199111,"野党勢力結集盛る　国際協力隊創設へ／連合９２―９３年度運動方針案 ","Y",607,0,NA,1,9,199111,0,0,1
17340,8765,84,1991,11,17,199111,"プノンペン政府と同盟　総選挙へ主導権／シアヌーク殿下表明 ","Y",524,0,NA,1,9,199111,1,0,1
17350,8769,90,1991,11,18,199111,"「ＰＫＯ」きょう１９日に審議入り　自民の民社説得がカギ／衆院特別委 ","Y",868,0,NA,1,9,199111,0,1,1
17353,8582,106,1991,11,19,199111,"「政府の考えと食い違いない」　自民の小選挙区制断念で加藤官房長官","A",302,0,1,NA,9,199111,1,1,1
17354,8583,107,1991,11,19,199111,"臓器提供者の意思尊重、立法化含め法整備　脳死臨調が方針","A",492,0,1,NA,9,199111,0,0,1
17355,8584,108,1991,11,19,199111,"党案とりまとめと与野党協議を並行　自民党首脳語る","A",126,0,1,NA,9,199111,0,1,1
17356,8585,109,1991,11,19,199111,"衆院の定数是正論強まる　小選挙区制断念の自民党","A",522,0,1,NA,9,199111,0,1,1
17366,8778,101,1991,11,19,199111,"早急な政治改革の代案作りで一致／政府・自民首脳 ","Y",257,0,NA,1,9,199111,1,1,1
17367,8779,102,1991,11,19,199111,"ＰＫＯ　自衛隊派遣で国会承認は困難　宮沢首相が強調／衆院特別委 ","Y",719,0,NA,1,9,199111,1,0,1
17368,8589,115,1991,11,20,199111,"カンボジアＰＫＯへの自衛隊派遣に意欲　衆院特別委で防衛庁長官","A",624,0,1,NA,9,199111,1,0,1
17371,8592,118,1991,11,20,199111,"田辺氏、無投票再選へ　上田氏が出馬を断念　社会党委員長選","A",431,0,1,NA,9,199111,0,0,1
17378,8781,110,1991,11,20,199111,"社党委員長に田辺氏再選確実に　上田氏が出馬断念、無投票で ","Y",245,0,NA,1,9,199111,0,0,1
17385,8598,126,1991,11,21,199111,"社会党委員長に田辺誠氏を再選　基本政策見直し、他党との調整に努力","A",622,0,1,NA,9,199111,0,0,1
17386,8599,127,1991,11,21,199111,"ＰＫＯ社党案を衆院提出へ　停戦監視団・平和維持軍は不参加","A",640,0,1,NA,9,199111,0,0,1
17394,8791,122,1991,11,21,199111,"社会党委員長公選　田辺氏を再選　「野党協力に誠意尽くす」 ","Y",405,0,NA,1,9,199111,0,0,1
17404,8610,141,1991,11,22,199111,"大蔵省、増税延長の方針　法人税と自動車消費税","A",664,0,1,NA,9,199111,0,0,1
17414,8612,144,1991,11,23,199111,"ＰＫＯ国連関係文書閲覧は１１月２５日に　衆院特別委","A",146,0,1,NA,9,199111,0,0,1
17419,8803,139,1991,11,23,199111,"農業「関税化」算定法示す　ＥＣ課徴金も対象　ガット事務局長提示案の全容 ","Y",716,0,NA,1,9,199111,0,0,1
17437,8814,152,1991,11,24,199111,"「新選挙制度望む」が各界の大勢　社会経済国民会議が有識者調査 ","Y",1371,0,NA,1,9,199111,0,0,1
17440,8817,155,1991,11,24,199111,"須永　徹氏（社会党衆院議員）死去　初出馬でトップ当選 ","Y",269,0,NA,1,9,199111,0,0,1
17441,8818,156,1991,11,24,199111,"須永徹氏の死去による衆院の新勢力分野 ","Y",86,0,NA,1,9,199111,0,0,1
17443,8624,159,1991,11,25,199111,"奈良県知事に柿本善也氏初当選　投票率は過去最低","A",359,0,1,NA,9,199111,0,0,1
17449,8630,167,1991,11,25,199111,"社会党、「日の丸」容認へ　「戦争責任」の国会決議が条件","A",1694,0,1,NA,9,199111,0,0,1
17455,8825,169,1991,11,25,199111,"奈良県知事選　柿本善也・前副知事が初当選 ","Y",275,0,NA,1,9,199111,0,0,1
17460,8635,174,1991,11,26,199111,"国会「事後承認」案が浮上　公明、容認の方針　平和維持軍派遣問題","A",852,0,1,NA,9,199111,0,0,1
17469,8640,183,1991,11,27,199111,"「事後承認」法案に盛る　承認時期なお調整　ＰＫＦ問題で自公民合意","A",1175,0,1,NA,9,199111,0,0,1
17471,8830,180,1991,11,27,199111,"ＰＫＯ法案　自民が修正に応じる　国会の「承認」を明記 ","Y",1140,0,NA,1,9,199111,0,1,1
17472,8831,181,1991,11,27,199111,"ＰＫＯ法案の審議中断、２７日再開／衆院特別委 ","Y",177,0,NA,1,9,199111,0,0,1
17478,8644,189,1991,11,28,199111,"「国会のことで政府は無関係」　ＰＫＯ法案の強行採決で宮沢首相","A",236,0,1,NA,9,199111,1,0,1
17480,8646,191,1991,11,28,199111,"衆院国際平和協力特別委で可決された法案修正部分＜要旨＞","A",203,0,1,NA,9,199111,0,0,1
17483,8649,195,1991,11,28,199111,"ＰＫＯ法案、自公が強行採決　民社と調整ならず　衆院平和協力特別委","A",1331,0,1,NA,9,199111,0,1,1
17484,8835,188,1991,11,28,199111,"ＰＫＯ法案、自公で可決　「２年後に国会承認」盛る　民社は応ぜず／衆院特別委 ","Y",1599,0,NA,1,9,199111,0,1,1
17486,8837,190,1991,11,28,199111,"ＰＫＯ協力法案など採決の日程　職権で本会議開催を決定／衆院議運委員長 ","Y",105,0,NA,1,9,199111,0,0,1
17489,8840,193,1991,11,28,199111,"［瀬戸際のコメ開放］（３）“軟着陸”迫られる政治決断（連載） ","Y",1818,0,NA,1,9,199111,0,0,1
17491,8651,199,1991,11,29,199111,"宮沢内閣の対応を批判　ＰＫＯの衆院本会議採決延期で市川公明書記長","A",344,0,1,NA,9,199111,1,0,1
17493,8653,201,1991,11,29,199111,"９０年政治資金地方分、過去最高の１５２９億円　パーティー収入倍増","A",698,0,1,NA,9,199111,0,0,1
17494,8654,202,1991,11,29,199111,"公明党大会、ＰＫＯ法案強行採決に批判続出　代議員と執行部応酬","A",685,0,1,NA,9,199111,0,0,1
17496,8656,204,1991,11,29,199111,"衆院本会議、開けず　公明が延期を要請　ＰＫＯ法案","A",914,0,1,NA,9,199111,0,0,1
17497,8841,196,1991,11,29,199111,"地方政治資金史上最高の１５２９億円　パーティー４割増／９０年読売新聞社集計 ","Y",2173,0,NA,1,9,199111,0,0,1
17498,8842,197,1991,11,29,199111,"不動産融資に前向き、総量規制撤廃も　政府・自民党が意見交換 ","Y",652,0,NA,1,9,199111,1,1,1
17499,8843,198,1991,11,29,199111,"ＰＫＯ法案　社共反発、衆院通過持ち越す　自公「きょう２９日採決」確認 ","Y",1060,0,NA,1,9,199111,0,1,1
17500,8844,199,1991,11,29,199111,"ＰＫＯ法案採決へ　本会議開催きょう２９日午後に／衆院議運委 ","Y",216,0,NA,1,9,199111,0,0,1
17503,8657,207,1991,11,30,199111,"１票の格差、最大３．３８倍　衆院","A",1006,0,1,NA,9,199111,0,0,1
17506,8660,210,1991,11,30,199111,"ＰＫＯ法案、３日に衆院通過　特別委に差し戻し　今国会の成立は微妙","A",893,0,1,NA,9,199111,0,0,1
17509,8848,206,1991,11,30,199111,"ＰＫＯ法案　衆院通過は１２月３日　特別委で補充審議へ ","Y",756,0,NA,1,9,199111,0,0,1
17510,8849,207,1991,11,30,199111,"国会会期１５―１７日間延長へ　ＰＫＯ法案審議で ","Y",336,0,NA,1,9,199111,0,0,1
17511,8850,208,1991,11,30,199111,"ＰＫＯ協力法案　参院は４日に質疑入り ","Y",127,0,NA,1,9,199111,0,0,1
17512,8851,209,1991,11,30,199111,"衆院一票格差８選挙区で３倍超　人口１億２３６１万１１６７人／国勢調査確定値 ","Y",670,0,NA,1,9,199111,0,0,1
17514,8853,212,1991,11,30,199111,"衆院一票格差　最大は千葉４区３．３８倍　２倍以上３５選挙区／国勢調査確定値 ","Y",718,0,NA,1,9,199111,0,0,1
17515,8662,214,1991,12,1,199112,"地価税の純増収１５００億円は減税に充てず　自民党税調が方針固める","A",706,0,1,NA,12,199111,0,1,1
17526,8667,221,1991,12,2,199112,"西尾正也氏が再選　大阪市長選","A",399,0,1,NA,12,199111,0,0,1
17529,8670,224,1991,12,2,199112,"橋本大二郎氏圧勝、約２０万票差　自民公認候補下す　高知県知事選","A",858,-1,1,NA,12,199111,0,1,1
17532,8861,226,1991,12,2,199112,"ＰＫＯ法案　きょう２日に補充審議／衆院特別委 ","Y",459,0,NA,1,12,199111,0,0,1
17533,8862,227,1991,12,2,199112,"ＰＫＯ法案　参院で再修正も　森自民政調会長が示唆 ","Y",323,0,NA,1,12,199111,0,1,1
17534,8863,228,1991,12,2,199112,"高知県知事選　新人の橋本大二郎氏が自民候補に圧勝　戦後生まれ全国で初 ","Y",676,-1,NA,1,12,199111,0,1,1
17535,8864,229,1991,12,2,199112,"大阪市長選　西尾正也氏が再選 ","Y",258,0,NA,1,12,199111,0,0,1
17544,8678,234,1991,12,3,199112,"新地域振興法を提案　行革審「豊かなくらし部会」報告","A",754,0,1,NA,12,199111,0,0,1
17545,8679,235,1991,12,3,199112,"ＰＫＯ法案、きょう衆院通過　特別委で採決確認　参院で再修正か","A",887,0,1,NA,12,199111,0,0,1
17549,8870,238,1991,12,3,199112,"ＰＫＯ法案　きょう３日に衆院通過　特別委で「可決」確認 ","Y",639,0,NA,1,12,199111,0,0,1
17557,8684,243,1991,12,4,199112,"ＰＫＯ法案衆院通過、参院での難航必至　自民党、会期延長を検討","A",1199,0,1,NA,12,199111,0,1,1
17558,8874,245,1991,12,4,199112,"ＰＫＯ法案、衆院を通過　きょう４日から参院で審議　会期延長と再修正が焦点に ","Y",1376,0,NA,1,12,199111,0,0,1
17559,8875,246,1991,12,4,199112,"「不戦」国会決議へ　「真珠湾」５０周年に向け与野党が検討 ","Y",582,0,NA,1,12,199111,0,0,1
17572,8884,257,1991,12,5,199112,"ＰＫＯ法案　今国会の成立困難に　社会、共産強硬で審議時間確保できず ","Y",971,0,NA,1,12,199111,0,0,1
17573,8885,258,1991,12,5,199112,"「民生限定」では不十分　ＰＫＯ協力で宮沢首相答弁／参院本会議 ","Y",681,0,NA,1,12,199111,1,0,1
17579,8692,255,1991,12,6,199112,"後藤・参院ＰＫＯ委員長が辞表　法案への不満も一因、審議に影響必至","A",1185,-1,1,NA,12,199111,0,0,1
17584,8892,268,1991,12,6,199112,"ＰＫＯ法案　「指揮権」で一時中断　社党、政府統一見解求める／参院特別委 ","Y",701,0,NA,1,12,199111,1,0,1
17585,8893,269,1991,12,6,199112,"地方分権で「生活先進国」に　パイロット自治体を提唱／行革審部会報告 ","Y",1124,0,NA,1,12,199111,0,0,1
17586,8894,270,1991,12,6,199112,"後藤正夫・参院国際平和協力特別委員長が辞任　後任に下条進一郎氏 ","Y",375,-1,NA,1,12,199111,0,0,1
17587,8895,271,1991,12,6,199112,"衆院本会議を６日夜開会／議院運営委員会 ","Y",342,0,NA,1,12,199111,0,0,1
17593,8897,275,1991,12,7,199112,"９１年度補正予算案　９日審議入り／衆院予算委 ","Y",57,0,NA,1,12,199111,0,0,1
17596,8900,278,1991,12,7,199112,"宮沢首相提出のリクルート“３点セット”　払い込み、別の秘書名義　野党追及へ ","Y",1557,-1,NA,1,12,199111,1,0,1
17598,8902,280,1991,12,7,199112,"ＰＫＯ法案　政府方針は問題ない　「国連が見解」と外務省／参院特別委 ","Y",655,0,NA,1,12,199111,1,0,1
17601,8699,266,1991,12,8,199112,"１億４０００万円、文書で要請　阿部代議士から「共和」に","A",1586,0,1,NA,12,199111,0,0,1
17609,8700,269,1991,12,9,199112,"誠実な戦後補償を　個人請求に対応求める　田辺社会党委員長演説","A",786,0,1,NA,12,199111,0,0,1
17620,8915,298,1991,12,9,199112,"リ事件で宮沢首相の「３点セット」攻防へ　会期延長もヤマ場に／衆院予算委 ","Y",916,-1,NA,1,12,199111,1,0,1
17625,8708,279,1991,12,10,199112,"共通通貨導入決定へ　政治統合拡大も討議　ＥＣ首脳会議","A",993,0,1,NA,12,199111,0,0,1
17626,8709,280,1991,12,10,199112,"「３点セット」絡み首相元秘書らの証人喚問を要求　全野党","A",562,-1,1,NA,12,199111,1,0,1
17627,8710,281,1991,12,10,199112,"調整難航、結論持ち越す　自民は「１０日余」を提案　国会会期延長","A",530,0,1,NA,12,199111,0,1,1
17632,8921,307,1991,12,10,199112,"経済・政治両同盟条約　英の反対で協議難航／ＥＣ首脳会議 ","Y",797,0,NA,1,12,199111,0,0,1
17635,8924,310,1991,12,10,199112,"ＰＫＯ法案の今国会成立を断念　会期延長１０日程度で／政府・自民 ","Y",684,0,NA,1,12,199111,1,1,1
17636,8925,311,1991,12,10,199112,"リ事件の国会証人喚問　野党そろって要求　“３点セット”を追及／衆院予算委 ","Y",1052,-1,NA,1,12,199111,0,0,1
17637,8712,285,1991,12,11,199112,"「臓器移植法」求める　本人意思、カードで　脳死臨調最終答申内容","A",748,0,1,NA,12,199111,0,0,1
17640,8715,288,1991,12,11,199112,"ＰＫＯ法案不成立、通常国会でも見通し立たず　今国会、１１日間延長","A",1647,0,1,NA,12,199111,0,0,1
17641,8926,314,1991,12,11,199112,"ＥＣ首脳会議　経済・通貨同盟に合意　英の参加免除を盛る　「政治」では対立 ","Y",1123,0,NA,1,12,199111,0,0,1
17642,8927,315,1991,12,11,199112,"国会、２１日まで１１日間延長を議決　リクルート証人喚問は政治改革協で協議 ","Y",733,0,NA,1,12,199111,0,0,1
17658,8937,330,1991,12,12,199112,"ＰＫＯ成立困難　批判回避で９２年予算に国際貢献策盛り込みへ／自民党 ","Y",361,0,NA,1,12,199112,0,1,1
17680,8734,313,1991,12,14,199112,"１票の格差拡大　衆院の有権者数で３．３４倍　４選挙区で３倍以上","A",2598,0,1,NA,12,199112,0,0,1
17687,8951,345,1991,12,14,199112,"１票の格差　衆院３．３４倍に拡大　参院も最高の６．５３倍／９月現在有権者数 ","Y",1393,0,NA,1,12,199112,0,0,1
17688,8952,346,1991,12,14,199112,"政治改革　「民間版政治臨調」発足へ　政界再編を視野に協議 ","Y",700,0,NA,1,12,199112,0,0,1
17691,8738,319,1991,12,15,199112,"使途決定は国会が議決　国際貢献資金の基本的枠組み決まる","A",206,0,1,NA,12,199112,0,0,1
17699,8957,353,1991,12,15,199112,"「国際貢献資金」の財源検討を党税制調査会長に要請／森・自民政調会長 ","Y",212,0,NA,1,12,199112,0,1,1
17702,8960,356,1991,12,15,199112,"「不戦国会決議」見送り　与野党、時機失し熱冷める ","Y",444,0,NA,1,12,199112,0,0,1
17710,8963,362,1991,12,17,199112,"自民「国際貢献増税」見送り　党税調、反対が大勢　貢献活動に２０００億円追加 ","Y",1159,0,NA,1,12,199112,0,1,1
17711,8964,363,1991,12,17,199112,"ＪＴ株の売却案浮上　平成４年度予算の財源不足対策／政府・自民党 ","Y",209,0,NA,1,12,199112,1,1,1
17712,8965,364,1991,12,17,199112,"公務員給与改正法や育児休業法など、きょう１７日成立／参院 ","Y",117,0,NA,1,12,199112,0,0,1
17724,8970,371,1991,12,18,199112,"公務員給与・育児休業法など成立 ","Y",206,0,NA,1,12,199112,0,0,1
17730,8756,343,1991,12,19,199112,"ほぼ満額の１１００億円台　整備新幹線“復活”方針　政府・自民党","A",442,0,1,NA,12,199112,1,1,1
17736,8976,380,1991,12,19,199112,"衆院の小選挙区比例制　宮沢首相、導入断念を表明　自民党改革本部長に長谷川氏 ","Y",545,0,NA,1,12,199112,1,1,1
17752,8985,392,1991,12,20,199112,"ＰＫＯ法案は継続審議議決へ　国会が２０日事実上閉幕 ","Y",337,0,NA,1,12,199112,0,0,1
17757,8771,363,1991,12,21,199112,"ＰＫＯ法案、継続審議　第１２２臨時国会が事実上閉幕","A",690,0,1,NA,12,199112,0,0,1
17761,8988,397,1991,12,21,199112,"第１２２臨時国会が事実上閉幕 ","Y",207,0,NA,1,12,199112,0,0,1
17770,8777,371,1991,12,22,199112,"きょう「コメ市場開放問題」協議　政治決断の時期探る　政府・自民","A",534,0,1,NA,12,199112,1,1,1
17778,8780,374,1991,12,23,199112,"阿部文男代議士の元秘書ら、「共和」問題で聴取　地検特捜部","A",324,-1,1,NA,12,199112,0,0,1
17779,8781,376,1991,12,23,199112,"「コメ」政治決断は越年へ　自民４役ら、包括合意案への対応協議","A",338,0,1,NA,12,199112,0,1,1
17783,9001,417,1991,12,23,199112,"国際貢献のあり方問う　ＰＫＯ法案で政党・識者座談会開く／読売新聞社 ","Y",250,0,NA,1,12,199112,0,0,1
17785,9003,419,1991,12,23,199112,"グルジア　野党勢力が政府ビル総攻撃　「反国家クーデター」と大統領が非難 ","Y",570,0,NA,1,12,199112,1,0,1
17786,9004,420,1991,12,23,199112,"野党勢力がグルジア政府ビル総攻撃　大統領は国外退去へ ","Y",130,0,NA,1,12,199112,1,0,1
17793,8788,387,1991,12,24,199112,"「自民政治家らに十数億円」　「共和」の資金提供、元幹部ら語る","A",1250,-1,1,NA,12,199112,0,1,1
17795,9007,425,1991,12,24,199112,"野党側武力行使　政府ビルの包囲続く／旧ソ連・グルジア ","Y",320,0,NA,1,12,199112,1,0,1
17805,8793,394,1991,12,25,199112,"公明党とも関係修復　議長仲介、幹部と会食　鈴木・東京都知事","A",539,0,1,NA,12,199112,0,0,1
17808,8796,398,1991,12,25,199112,"「コメ」決断は回答期限後　宮沢首相、野党党首に見通し示す","A",1032,0,1,NA,12,199112,1,0,1
17811,9015,435,1991,12,25,199112,"通常国会の召集、９２年１月２４日に内定 ","Y",96,0,NA,1,12,199112,0,0,1
17840,9032,457,1991,12,27,199112,"指紋押捺の全廃を断念　警察庁反対で永住者に限定し法改正へ／法務省 ","Y",299,0,NA,1,12,199112,0,0,1
17864,9046,475,1991,12,29,199112,"証取法改正案　日証協の処分権限強化　トラブル発生時の資料請求権も明記 ","Y",845,0,NA,1,12,199112,0,0,1
17867,9049,478,1991,12,29,199112,"グルジア内務省、反政府派に内応　民族民主党幹部語る ","Y",144,0,NA,1,12,199112,1,0,1
17894,8833,449,1992,1,1,199201,"連帯保証に谷川元法相名　旧誠備系への１００億円融資　佐川急便調達","A",1346,-1,1,NA,10,199112,0,0,1
17911,9072,515,1992,1,3,199201,"自民党副総裁　金丸氏が就任の意向 ","Y",252,0,NA,1,10,199112,0,1,1
17924,8847,471,1992,1,5,199201,"阿部文男代議士に５億円　共和の資金提供の総額判明","A",834,-1,1,NA,10,199112,0,0,1
